date, pm25, pm10, o3, no2, so2, co
2025/1/27, , 20, , 21, , 6
2025/1/28, , 29, , 26, , 7
2025/1/31, , 18, , 20, , 5
2025/2/2, , 14, , 14, , 4
2025/2/3, , 58, , 18, , 5
2025/2/5, , 29, , 24, , 7
2025/2/6, , 31, , 23, 1, 6
2025/2/7, , 27, , 30, , 8
2025/2/8, , 20, , 18, , 5
2025/2/9, , 15, , 14, , 4
2025/2/10, , 28, , 27, , 8
2025/2/11, , 40, , 27, , 8
2025/2/12, , 34, , 25, , 6
2025/2/13, , 34, , 25, , 6
2025/2/14, , 26, , 30, , 7
2025/2/15, , 25, , 24, , 7
2025/2/16, , 25, , 15, , 5
2025/2/17, , 34, , 28, 1, 7
2024/10/7, , 27, , , , 10
2024/10/31, , 21, , 18, , 5
2024/11/8, , 12, , 22, , 6
2024/11/27, , 65, , , , 7
2024/11/28, , 58, , 31, 1, 7
2024/7/15, , 19, , 19, , 5
2024/3/1, , 20, , 12, 1, 5
2024/3/2, , 17, , 14, , 4
2024/3/3, , 16, , , , 3
2024/3/4, , 27, , , , 6
2023/11/27, , 30, , 23, , 7
2023/11/28, , 28, , 26, , 7
2023/11/29, , 16, , 26, , 5
2023/11/30, , 26, , 21, , 9
2023/12/1, , 34, , 24, , 10
2023/12/2, , 30, , 20, 1, 8
2023/12/3, , 32, , 15, , 7
2023/12/4, , 20, , 14, , 4
2023/7/9, , 24, , 16, , 6
2023/6/23, , 58, , , 1, 13
2023/2/3, , 20, , 15, , 4
2023/2/22, , 21, , 21, 1, 5
2023/3/2, , 27, , 26, , 5
2023/3/5, , 13, , 8, , 2
2022/1/10, , 22, , 18, , 5
2022/1/20, , 49, , 41, , 13
2022/1/24, , 79, , 18, , 
2022/2/2, , 94, , 23, , 3
2021/10/13, , 31, , 28, , 4
2020/11/27, , 37, , 26, 1, 5
2020/12/6, , 16, , 9, , 3
2020/7/8, , 51, , 17, 1, 4
2020/4/1, , 33, , 16, , 4
2020/1/1, , 33, , 9, , 5
2019/12/20, , 44, , 24, 1, 8
2019/7/9, , 37, 24, 24, 1, 7
2019/6/14, , 55, 18, 27, 1, 15
2019/1/1, , 41, 30, 11, 1, 3
2019/3/3, , 25, 24, 12, , 5
2019/3/9, , 38, 29, 18, 1, 8
2019/3/10, , 20, 16, 7, , 4
2019/3/11, , 15, 13, 12, , 6
2018/10/17, , 32, 33, 22, , 7
2018/11/3, , 29, 33, 13, , 4
2018/11/5, , 23, 17, 16, , 5
2018/11/6, , 35, 17, 18, , 5
2018/11/8, , 18, 14, 15, , 5
2018/11/9, , 26, 19, 20, 1, 7
2018/12/7, , 26, 24, 15, 1, 5
2018/12/8, , 17, 15, 9, 1, 4
2018/12/9, , 25, 41, 11, 1, 3
2018/12/10, , 33, 35, 23, 2, 6
2018/7/10, , 29, , 11, , 4
2018/5/7, , 22, , 18, 1, 7
2018/1/5, , 44, , 20, 1, 6
2018/1/29, , 30, , 19, , 7
2017/10/5, , 44, , 29, 2, 8
2017/10/6, , 61, , 29, 1, 11
2017/10/9, , 42, , 34, , 12
2017/10/14, , 38, , 16, , 4
2017/10/21, , 84, , , , 
2017/10/23, , 40, , , , 6
2017/10/24, , 30, , , , 6
2017/10/25, , 36, , 25, , 6
2017/10/26, , 25, , 27, , 8
2017/10/27, , 33, , 28, , 10
2017/10/28, , 23, , 15, , 5
2017/10/29, , 24, , 18, , 7
2017/10/30, , 34, , 26, , 9
2017/10/31, , 14, , 13, , 5
2017/11/1, , 23, , 17, 1, 6
2017/11/2, , 26, , 10, , 3
2017/11/4, , 22, , 15, , 5
2017/11/5, , 16, , 10, , 3
2017/11/6, , 21, , 18, , 6
2017/11/7, , 23, , 18, , 5
2017/11/8, , 37, , 20, , 6
2017/7/2, , 35, , 10, 1, 3
2017/7/3, , 15, , 10, , 3
2017/7/4, , 28, , 21, 1, 7
2017/7/5, , 15, , 24, 2, 7
2017/7/6, , 39, , 28, 2, 10
2017/7/7, , 43, , 27, 2, 11
2017/7/8, , 40, , 29, 2, 11
2017/7/9, , 31, , 26, 2, 9
2017/7/10, , 38, , 20, 1, 10
2017/7/11, , 48, , 25, 3, 21
2017/7/12, , 50, , 33, 3, 17
2017/7/13, , 71, , 26, 3, 13
2017/7/14, , 79, , 26, 2, 
2017/7/15, , 58, , 38, 5, 
2017/7/16, , 47, , 28, 5, 
2017/7/17, , 34, , , 1, 
2017/7/18, , 43, , , 1, 
2017/7/19, , 16, , 14, , 2
2017/7/20, , 26, , 22, 1, 8
2017/7/21, , 36, , 24, 1, 8
2017/7/22, , 59, , 33, 2, 16
2017/7/23, , 40, , 29, 1, 9
2017/7/24, , 36, , 21, 1, 7
2017/7/25, , 50, , 32, 3, 14
2017/7/26, , 56, , 41, 4, 25
2017/7/27, , 53, , 41, 2, 11
2017/7/28, , 48, , 32, 2, 10
2017/7/29, , 44, , 32, 2, 9
2017/7/30, , 46, , 28, 1, 10
2017/7/31, , 29, , 22, 1, 8
2017/8/1, , 50, , 29, 2, 12
2017/8/2, , 56, , 29, 2, 12
2017/8/3, , 64, , 32, 2, 12
2017/8/4, , 57, , 24, 1, 7
2017/8/5, , 43, , 18, 2, 7
2017/9/11, , 38, , 40, 3, 12
2017/4/2, , 19, , 13, , 5
2017/4/3, , 20, , 22, 1, 7
2017/4/4, , 28, , 25, 1, 7
2017/4/5, , 34, , 29, 1, 11
2017/4/6, , 43, , 24, , 11
2017/4/7, , 48, , 18, , 8
2017/4/8, , 18, , 19, , 8
2017/4/9, , 18, , 14, , 5
2017/4/10, , 19, , 23, 1, 8
2017/4/11, , 30, , 21, , 7
2017/4/12, , 30, , 14, , 5
2017/4/13, , 16, , 15, , 6
2017/4/14, , 22, , 16, 1, 6
2017/4/15, , 19, , 20, 1, 7
2017/4/16, , 25, , 18, , 7
2017/4/17, , 30, , 14, , 5
2017/4/18, , 18, , 17, 1, 6
2017/4/19, , 20, , 22, 1, 7
2017/4/20, , 24, , 28, 1, 9
2017/4/21, , 39, , 17, , 7
2017/4/22, , 36, , 12, , 4
2017/4/23, , 17, , 11, , 4
2017/4/24, , 17, , 22, 1, 7
2017/4/25, , 32, , 22, 1, 8
2017/4/26, , 38, , 19, , 7
2017/4/27, , 28, , 17, 2, 13
2017/4/28, , 22, , 17, 2, 11
2017/4/29, , 23, , 16, 1, 6
2017/4/30, , 26, , 13, 1, 5
2017/5/1, , 16, , 14, 1, 5
2017/5/2, , 21, , 24, 2, 8
2017/5/3, , 35, , 29, 1, 10
2017/5/4, , 41, , 30, 1, 11
2017/5/5, , 45, , 24, 1, 11
2017/5/6, , 33, , 20, , 8
2017/5/7, , 24, , 13, , 5
2017/5/8, , 17, , 25, 1, 9
2017/5/9, , 31, , 30, 1, 10
2017/5/10, , 40, , 20, , 7
2017/5/11, , 31, , 19, 1, 6
2017/5/12, , 26, , 33, 1, 6
2017/5/13, , 31, , 25, 1, 13
2017/5/14, , 45, , 14, , 6
2017/5/15, , 31, , 17, 1, 7
2017/5/16, , 21, , 20, 1, 6
2017/5/17, , 24, , 20, 1, 7
2017/5/18, , 28, , 23, 1, 10
2017/5/19, , 37, , 19, 1, 11
2017/5/20, , 23, , 24, 1, 11
2017/5/21, , 29, , 15, 1, 10
2017/5/22, , 23, , 15, , 7
2017/5/23, , 13, , 23, 1, 7
2017/5/24, , 24, , 33, 2, 15
2017/5/25, , 49, , 37, 2, 20
2017/5/26, , 59, , 33, 1, 15
2017/5/27, , 49, , 24, 1, 13
2017/5/28, , 43, , 22, 1, 7
2017/5/29, , 29, , 27, 1, 12
2017/5/30, , 38, , 20, 1, 10
2017/5/31, , 33, , 28, 2, 10
2017/6/1, , 33, , 21, 1, 7
2017/6/2, , 35, , 18, 1, 6
2017/6/3, , 23, , 24, 1, 8
2017/6/4, , 31, , 23, 1, 10
2017/6/5, , 37, , 23, 1, 11
2017/6/6, , 30, , 25, 1, 13
2017/6/7, , 30, , 28, 1, 16
2017/6/8, , 52, , 25, 1, 13
2017/6/9, , 50, , 20, 1, 7
2017/6/10, , 34, , 18, 1, 7
2017/6/11, , 24, , 23, 1, 10
2017/6/12, , 40, , 34, 1, 16
2017/6/13, , 55, , 29, 1, 15
2017/6/14, , 47, , 23, 1, 10
2017/6/15, , 28, , 20, 1, 7
2017/6/16, , 26, , 27, 1, 10
2017/6/17, , 35, , 23, 1, 16
2017/6/18, , 51, , 19, , 12
2017/6/19, , 45, , 24, 1, 13
2017/6/20, , 51, , 18, , 7
2017/6/21, , 14, , 21, 1, 7
2017/6/22, , 20, , 24, 2, 9
2017/6/23, , 27, , 26, 1, 8
2017/6/24, , 28, , 24, 2, 8
2017/6/25, , 28, , 18, 1, 6
2017/6/26, , 22, , 28, 1, 9
2017/6/27, , 16, , 27, 1, 11
2017/6/29, , 48, , 28, 1, 13
2017/6/30, , 47, , 28, 2, 14
2017/7/1, , 58, , 18, 1, 9
2017/1/3, , 29, , 27, 1, 7
2017/1/4, , 32, , 26, , 6
2017/1/5, , 25, , 21, , 6
2017/1/6, , 29, , 18, , 6
2017/1/7, , 31, , 17, , 6
2017/1/8, , 25, , 17, 1, 7
2017/1/9, , 33, , 22, , 7
2017/1/10, , 31, , 19, , 6
2017/1/11, , 21, , 24, , 7
2017/1/12, , 31, , 18, 1, 6
2017/1/13, , 23, , 16, , 6
2017/1/14, , 20, , 18, , 6
2017/1/15, , 27, , 17, , 6
2017/1/16, , 31, , 23, , 9
2017/1/17, , 24, , 20, , 6
2017/1/18, , 22, , 24, , 9
2017/1/19, , 30, , 22, , 8
2017/1/20, , 23, , 26, 2, 15
2017/1/21, , 27, , 27, 1, 14
2017/1/22, , 33, , 22, , 8
2017/1/23, , 19, , 24, , 10
2017/1/24, , 27, , 22, 1, 9
2017/1/25, , 36, , 16, , 5
2017/1/26, , 24, , 21, , 8
2017/1/27, , 31, , 22, 1, 9
2017/1/28, , 26, , 20, 1, 7
2017/1/29, , 23, , 14, 1, 5
2017/1/30, , 20, , 23, 1, 7
2017/1/31, , 33, , 20, 1, 7
2017/2/1, , 28, , 27, 1, 10
2017/2/2, , 33, , 23, , 8
2017/2/3, , 27, , 22, 1, 8
2017/2/4, , 26, , 19, , 9
2017/2/5, , 33, , 13, , 7
2017/2/6, , 25, , 22, 1, 7
2017/2/7, , 30, , 22, 1, 8
2017/2/8, , 29, , 18, 1, 6
2017/2/9, , 30, , 17, 1, 2
2017/2/10, , 29, , 21, 1, 
2017/2/11, , 34, , 18, , 
2017/2/12, , 25, , 15, , 
2017/2/13, , 25, , 22, 1, 8
2017/2/14, , 29, , 24, 1, 7
2017/2/15, , 35, , 24, 1, 7
2017/2/16, , 35, , 28, 1, 9
2017/2/17, , 40, , 26, 1, 8
2017/2/18, , 40, , 28, 1, 7
2017/2/19, , 38, , 24, 1, 6
2017/2/20, , 27, , 25, 1, 4
2017/2/21, , 41, , 26, 1, 7
2017/2/22, , 46, , 28, 1, 10
2017/2/23, , 45, , 28, 1, 9
2017/2/24, , 39, , 28, 1, 9
2017/2/25, , 32, , 21, , 7
2017/2/26, , 23, , 16, , 6
2017/2/27, , 23, , 17, 2, 9
2017/2/28, , 22, , 19, 4, 8
2017/3/1, , 26, , 21, , 6
2017/3/2, , 28, , 18, , 6
2017/3/3, , 25, , 22, , 9
2017/3/4, , 28, , 16, 1, 7
2017/3/5, , 22, , 10, , 5
2017/3/6, , 19, , 31, 1, 14
2017/3/7, , 30, , 27, 1, 9
2017/3/8, , 28, , 22, 1, 8
2017/3/9, , 25, , 23, , 8
2017/3/10, , 32, , 26, , 9
2017/3/11, , 34, , 23, , 8
2017/3/12, , 34, , 16, , 6
2017/3/13, , 27, , 17, 1, 6
2017/3/14, , 20, , 20, , 7
2017/3/15, , 23, , 26, 1, 8
2017/3/16, , 31, , 26, 1, 10
2017/3/17, , 31, , 22, 1, 9
2017/3/18, , 42, , 14, , 6
2017/3/19, , 14, , 12, , 5
2017/3/20, , 12, , 16, , 5
2017/3/21, , 17, , 16, 1, 6
2017/3/22, , 21, , 19, 2, 7
2017/3/23, , 26, , 21, 1, 6
2017/3/24, , 31, , 25, 1, 8
2017/3/25, , 33, , 22, , 8
2017/3/26, , 31, , 12, , 6
2017/3/27, , 21, , 20, 1, 8
2017/3/28, , 22, , 16, 1, 6
2017/3/29, , 21, , 14, 1, 5
2017/3/30, , 20, , 15, 1, 5
2017/3/31, , 20, , 14, , 6
2017/4/1, , 17, , 12, , 5
2016/10/2, , 19, , 11, , 4
2016/10/3, , 15, , 24, , 8
2016/10/4, , 25, , 20, , 6
2016/10/5, , 23, , 18, , 5
2016/10/6, , 24, , 17, , 4
2016/10/7, , 26, , 12, , 4
2016/10/8, , 14, , 21, , 7
2016/10/9, , 26, , 15, , 5
2016/10/10, , 25, , 17, , 5
2016/10/11, , 26, , 23, 1, 6
2016/10/12, , 30, , 20, , 6
2016/10/13, , 30, , 25, , 7
2016/10/14, , 37, , 28, 1, 9
2016/10/15, , 29, , 26, 1, 8
2016/10/16, , 30, , 21, 1, 8
2016/10/17, , 30, , 30, 1, 8
2016/10/18, , 37, , 24, 1, 6
2016/10/19, , 37, , 29, 1, 7
2016/10/20, , 42, , 29, , 7
2016/10/21, , 34, , 18, , 6
2016/10/22, , 18, , 13, , 5
2016/10/23, , 14, , 11, 1, 3
2016/10/24, , 20, , 23, 1, 7
2016/10/25, , 32, , 28, 1, 11
2016/10/26, , 31, , 26, , 8
2016/10/27, , 37, , 23, , 6
2016/10/28, , 28, , 19, 1, 5
2016/10/29, , 26, , 13, , 4
2016/10/30, , 22, , 10, , 3
2016/10/31, , 19, , 23, 1, 6
2016/11/1, , 35, , 24, 1, 7
2016/11/2, , 38, , , , 
2016/11/3, , 25, , 18, , 6
2016/11/4, , 21, , 19, 1, 7
2016/11/5, , 21, , 19, , 7
2016/11/6, , 21, , 20, , 7
2016/11/7, , 10, , 26, 1, 8
2016/11/8, , 27, , 28, 1, 7
2016/11/9, , 40, , 26, 1, 7
2016/11/10, , 34, , 23, , 5
2016/11/11, , 34, , , , 
2016/11/19, , 26, , 8, , 4
2016/11/20, , 20, , , , 
2016/11/21, , 27, , , , 
2016/11/22, , 33, , 19, , 8
2016/11/23, , 46, , 17, , 5
2016/11/24, , 34, , 21, , 6
2016/11/25, , 28, , 28, , 10
2016/11/26, , 36, , 25, , 7
2016/11/27, , 37, , 21, , 6
2016/11/28, , 37, , 24, , 7
2016/11/29, , 33, , 16, , 6
2016/11/30, , 26, , 15, , 5
2016/12/1, , 20, , 18, , 7
2016/12/2, , 27, , 26, 1, 5
2016/12/3, , 38, , 22, , 7
2016/12/4, , 36, , 8, , 3
2016/12/5, , 17, , 12, , 4
2016/12/6, , 19, , 27, 1, 1
2016/12/7, , 28, , 31, 1, 7
2016/12/8, , 53, , 26, , 7
2016/12/9, , 32, , 22, , 7
2016/12/10, , 31, , 22, , 8
2016/12/11, , 33, , 11, , 6
2016/12/12, , 28, , 21, , 9
2016/12/13, , 24, , 20, , 6
2016/12/14, , 30, , 18, , 6
2016/12/15, , 29, , 14, , 4
2016/12/16, , 17, , 19, , 8
2016/12/17, , 34, , 19, 1, 6
2016/12/18, , 29, , 21, , 7
2016/12/19, , 30, , 23, 1, 10
2016/12/20, , 34, , 25, , 8
2016/12/21, , 30, , 27, 1, 4
2016/12/22, , 36, , 26, , 5
2016/12/23, , 29, , 29, , 8
2016/12/24, , 33, , 17, , 5
2016/12/25, , 22, , 20, 1, 12
2016/12/26, , 37, , 22, 1, 8
2016/12/27, , 27, , 26, 1, 8
2016/12/28, , 38, , 29, 1, 8
2016/12/29, , 58, , , , 8
2016/12/30, , 21, , 20, , 6
2016/12/31, , 32, , 19, , 4
2017/1/1, , 33, , 11, 2, 17
2017/1/2, , 19, , 16, 2, 7
2016/7/2, , 54, , 24, 1, 18
2016/7/3, , 45, , 23, 1, 
2016/7/4, , 51, , 27, 1, 
2016/7/5, , 57, , 30, 2, 
2016/7/6, , 65, , 21, 1, 7
2016/7/7, , 60, , 24, 2, 9
2016/7/8, , 37, , 30, 3, 13
2016/7/9, , 56, , 34, 3, 14
2016/7/10, , 57, , 27, 2, 21
2016/7/11, , 64, , 31, 2, 17
2016/7/12, , 68, , 37, 2, 19
2016/7/13, , 67, , 40, 1, 11
2016/7/14, , 73, , 41, 3, 18
2016/7/15, , 73, , 36, 3, 16
2016/7/16, , 76, , 25, 1, 10
2016/7/17, , 53, , 12, 1, 5
2016/7/18, , 12, , 21, 1, 7
2016/7/19, , 32, , 27, 2, 8
2016/7/20, , 40, , 24, 2, 8
2016/7/21, , 37, , 25, 1, 7
2016/7/22, , 33, , 26, 1, 7
2016/7/23, , 37, , 26, 1, 8
2016/7/24, , 43, , 21, 1, 12
2016/7/25, , 51, , 44, 2, 14
2016/7/26, , 56, , 30, 2, 12
2016/7/27, , 61, , 25, 2, 7
2016/7/28, , 49, , 22, 1, 6
2016/7/29, , 35, , 20, 1, 7
2016/7/30, , 35, , 22, 1, 7
2016/7/31, , 36, , 24, 1, 8
2016/8/1, , 41, , 26, 1, 12
2016/8/2, , 57, , 23, 1, 9
2016/8/3, , 48, , 23, 1, 7
2016/8/4, , 44, , 27, 1, 7
2016/8/5, , 41, , 36, 2, 15
2016/8/6, , 55, , 30, 2, 16
2016/8/7, , 67, , 21, 1, 9
2016/8/8, , 41, , 22, 1, 7
2016/8/9, , 26, , 33, 1, 10
2016/8/10, , 40, , 16, , 6
2016/8/11, , 34, , 20, , 6
2016/8/12, , 25, , 21, 1, 7
2016/8/13, , 30, , 29, 1, 12
2016/8/14, , 41, , 31, 2, 14
2016/8/15, , 63, , 29, 1, 11
2016/8/16, , 67, , 30, 1, 5
2016/8/17, , 44, , 30, 1, 
2016/8/18, , 51, , 27, 1, 4
2016/8/19, , 36, , 28, 1, 10
2016/8/20, , 41, , 21, , 12
2016/8/21, , 35, , 12, , 3
2016/8/22, , 27, , 16, , 5
2016/8/23, , 18, , 22, , 7
2016/8/24, , 30, , 26, 1, 7
2016/8/25, , 37, , 38, 1, 10
2016/8/26, , 46, , 36, 2, 13
2016/8/27, , 50, , 34, 2, 14
2016/8/28, , 53, , 23, 1, 13
2016/8/29, , 81, , 37, 1, 15
2016/8/30, , 55, , 33, , 11
2016/8/31, , 60, , 24, , 7
2016/9/1, , 28, , 24, 1, 7
2016/9/2, , 29, , 25, 1, 8
2016/9/3, , 36, , 23, 1, 7
2016/9/4, , 30, , 18, 1, 7
2016/9/5, , 27, , 26, 1, 9
2016/9/6, , 37, , 24, , 8
2016/9/7, , 30, , 13, 1, 5
2016/9/8, , 22, , 28, 1, 9
2016/9/9, , 37, , 21, 1, 7
2016/9/10, , 27, , 20, 1, 6
2016/9/11, , 33, , 14, 1, 5
2016/9/12, , 30, , 34, 2, 13
2016/9/13, , 46, , 31, 1, 7
2016/9/14, , 60, , 32, 2, 9
2016/9/15, , 60, , 25, 1, 6
2016/9/16, , 38, , 24, 1, 7
2016/9/17, , 33, , 23, 1, 7
2016/9/18, , 37, , 21, 1, 9
2016/9/19, , 51, , 28, 1, 7
2016/9/20, , 25, , 18, , 6
2016/9/21, , 18, , 17, , 5
2016/9/22, , 21, , 21, 1, 6
2016/9/23, , 28, , 24, 1, 6
2016/9/24, , 35, , 19, , 6
2016/9/25, , 23, , 13, , 5
2016/9/26, , 15, , 19, 1, 1
2016/9/27, , 21, , 23, 1, 5
2016/9/28, , 33, , 23, 1, 7
2016/9/29, , 34, , 27, 1, 8
2016/9/30, , 44, , 19, , 6
2016/10/1, , 26, , 14, , 5
2016/4/2, , 30, , 24, , 9
2016/4/3, , 33, , 17, , 7
2016/4/4, , 34, , 22, 1, 8
2016/4/5, , 29, , 23, 1, 8
2016/4/6, , 26, , 28, 1, 9
2016/4/7, , 33, , 26, 1, 9
2016/4/8, , 37, , 26, , 11
2016/4/9, , 42, , 26, 1, 11
2016/4/10, , 38, , 18, 1, 9
2016/4/11, , 38, , 25, 1, 9
2016/4/12, , 36, , 24, 1, 8
2016/4/13, , 32, , 24, 1, 8
2016/4/14, , 35, , 27, 1, 10
2016/4/15, , 37, , 31, 1, 16
2016/4/16, , 48, , 29, 1, 13
2016/4/17, , 34, , 21, , 4
2016/4/18, , 42, , 24, 1, 9
2016/4/19, , 41, , 21, 1, 
2016/4/20, , 38, , 26, 1, 17
2016/4/21, , 39, , 22, 1, 11
2016/4/22, , 34, , 25, 2, 9
2016/4/23, , 49, , 24, 1, 11
2016/4/24, , 32, , 19, 1, 10
2016/4/25, , 57, , 27, 1, 10
2016/4/26, , 57, , 17, 1, 7
2016/4/27, , 42, , 11, , 7
2016/4/28, , 24, , 19, , 6
2016/4/29, , 22, , 20, 1, 8
2016/4/30, , 25, , 19, , 7
2016/5/1, , 22, , 12, 1, 5
2016/5/2, , 15, , 25, 2, 8
2016/5/3, , 31, , 26, 1, 7
2016/5/4, , 31, , 27, 1, 9
2016/5/5, , 36, , 26, 1, 10
2016/5/6, , 35, , 27, 1, 10
2016/5/7, , 37, , 31, 1, 13
2016/5/8, , 45, , 19, , 9
2016/5/9, , 23, , 29, 1, 13
2016/5/10, , 39, , 19, 1, 11
2016/5/11, , 44, , 18, 1, 7
2016/5/12, , 25, , 14, , 6
2016/5/13, , 16, , 17, 1, 8
2016/5/14, , 26, , 16, 1, 7
2016/5/15, , 21, , 14, , 7
2016/5/16, , 27, , 19, , 9
2016/5/17, , 41, , 17, 1, 8
2016/5/18, , 27, , 20, 1, 11
2016/5/19, , 29, , 20, , 9
2016/5/20, , 21, , 23, , 11
2016/5/21, , 40, , 20, , 12
2016/5/22, , 27, , 15, , 13
2016/5/23, , 32, , 11, , 5
2016/5/24, , 14, , 18, , 7
2016/5/25, , 32, , 22, , 8
2016/5/26, , 35, , 19, , 6
2016/5/27, , 32, , 26, , 9
2016/5/28, , 45, , 19, , 7
2016/5/29, , 26, , 14, , 5
2016/5/30, , 25, , 22, , 7
2016/5/31, , 31, , 22, , 
2016/6/1, , 33, , 21, 1, 11
2016/6/2, , 38, , 17, 1, 7
2016/6/3, , 21, , 20, 1, 8
2016/6/4, , 23, , 20, 1, 12
2016/6/5, , 28, , 13, , 11
2016/6/6, , 20, , 16, 1, 
2016/6/7, , 28, , 17, 1, 
2016/6/8, , 15, , 19, 1, 
2016/6/9, , 26, , 20, 1, 
2016/6/10, , 38, , 28, 1, 
2016/6/11, , 45, , 24, 1, 
2016/6/12, , 42, , 16, , 
2016/6/13, , 29, , 28, 2, 
2016/6/14, , 48, , 29, 2, 
2016/6/15, , 44, , 37, 1, 
2016/6/16, , 57, , 46, 2, 25
2016/6/17, , 64, , 40, 2, 19
2016/6/18, , 69, , 27, 1, 13
2016/6/19, , 51, , 18, , 6
2016/6/20, , 29, , 18, , 6
2016/6/21, , 20, , 24, 2, 10
2016/6/22, , 37, , 22, 1, 10
2016/6/23, , 42, , 24, 1, 11
2016/6/24, , 46, , 29, 2, 12
2016/6/25, , 44, , 23, 1, 8
2016/6/26, , 38, , 18, 1, 6
2016/6/27, , 29, , 28, 1, 9
2016/6/28, , 43, , 31, 1, 11
2016/6/29, , 50, , 29, 2, 14
2016/6/30, , 55, , 31, 2, 16
2016/7/1, , 61, , 30, 2, 14
2016/1/5, , 25, , 17, , 6
2016/1/6, , 33, , 20, , 6
2016/1/7, , 33, , 23, 1, 8
2016/1/8, , 36, , 25, 1, 9
2016/1/9, , 41, , 19, , 9
2016/1/10, , 28, , 14, , 8
2016/1/11, , 20, , 14, , 7
2016/1/12, , 19, , 12, , 7
2016/1/13, , 18, , 13, , 7
2016/1/14, , 24, , 14, , 8
2016/1/15, , 23, , 13, , 9
2016/1/16, , 18, , 8, , 5
2016/1/17, , 23, , 8, , 4
2016/1/18, , 24, , 12, 1, 6
2016/1/19, , 27, , 13, 1, 6
2016/1/20, , 26, , 10, 1, 6
2016/1/21, , 20, , 10, 1, 5
2016/1/22, , 24, , 11, 1, 6
2016/1/23, , 25, , 14, , 6
2016/1/24, , 27, , 14, 1, 7
2016/1/25, , 29, , 19, , 9
2016/1/26, , 32, , 18, , 7
2016/1/27, , 31, , 24, , 9
2016/1/28, , 34, , 21, 1, 8
2016/1/29, , 27, , 18, , 9
2016/1/30, , 25, , , , 
2016/2/2, , 30, , 21, , 7
2016/2/3, , 35, , 23, 1, 8
2016/2/4, , 38, , 22, 1, 8
2016/2/5, , 34, , 24, 1, 10
2016/2/6, , 40, , 17, , 8
2016/2/7, , 26, , 14, , 7
2016/2/8, , 26, , 17, , 6
2016/2/9, , 23, , 14, 1, 5
2016/2/10, , 26, , 19, , 7
2016/2/11, , 33, , 16, , 7
2016/2/12, , 22, , 18, 1, 6
2016/2/13, , 31, , 16, , 6
2016/2/14, , 30, , 13, , 6
2016/2/15, , 31, , 24, 1, 10
2016/2/16, , 39, , 18, , 7
2016/2/17, , 27, , 19, , 9
2016/2/18, , 33, , 20, , 10
2016/2/19, , 31, , 25, , 12
2016/2/20, , 38, , 19, , 9
2016/2/21, , 27, , 15, , 7
2016/2/24, , 34, , 22, , 10
2016/2/25, , 31, , 22, , 9
2016/2/26, , 29, , 20, , 9
2016/2/27, , 35, , 16, , 8
2016/2/28, , 24, , 10, , 6
2016/2/29, , 20, , 12, , 7
2016/3/1, , 24, , 16, 1, 10
2016/3/2, , 23, , 22, 1, 11
2016/3/3, , 30, , 18, , 9
2016/3/4, , 26, , 16, , 8
2016/3/5, , 25, , 15, , 8
2016/3/6, , 24, , 15, , 8
2016/3/7, , 28, , 20, , 2
2016/3/8, , 25, , 26, , 1
2016/3/9, , 29, , 26, , 
2016/3/10, , 23, , 21, , 
2016/3/11, , 29, , 18, , 
2016/3/12, , 20, , 14, , 
2016/3/13, , 19, , 9, , 
2016/3/14, , 16, , 16, 1, 8
2016/3/15, , 20, , 21, 1, 7
2016/3/16, , 29, , 20, 1, 9
2016/3/17, , 22, , 22, 2, 8
2016/3/18, , 26, , 24, , 8
2016/3/19, , 26, , 21, , 8
2016/3/20, , 30, , 15, , 5
2016/3/21, , 18, , 22, , 7
2016/3/22, , 38, , 26, , 9
2016/3/23, , 38, , 22, , 9
2016/3/24, , 32, , 23, 1, 9
2016/3/25, , 26, , 14, , 5
2016/3/26, , 18, , 14, , 7
2016/3/27, , 18, , 10, , 5
2016/3/28, , 17, , 19, , 9
2016/3/29, , 26, , 25, 1, 9
2016/3/30, , 31, , 23, 1, 8
2016/3/31, , 29, , 28, 1, 10
2016/4/1, , 36, , 22, , 10
2015/10/3, , 40, , 18, , 11
2015/10/4, , 30, , 12, , 6
2015/10/5, , 15, , 12, , 6
2015/10/6, , 18, , 14, 2, 6
2015/10/7, , 32, , 17, 1, 7
2015/10/8, , 38, , 24, 1, 10
2015/10/9, , 50, , 28, 1, 12
2015/10/10, , 40, , 26, 1, 9
2015/10/11, , 26, , 19, , 9
2015/10/12, , 38, , 15, 2, 8
2015/10/13, , 19, , 10, , 5
2015/10/14, , 30, , 18, 1, 8
2015/10/15, , 41, , 16, 1, 10
2015/10/16, , 53, , , 1, 11
2015/10/17, , 58, , 20, 2, 11
2015/10/18, , 32, , 13, , 7
2015/10/19, , 11, , 7, , 4
2015/10/20, , 24, , 11, 1, 7
2015/10/21, , 48, , 24, 2, 11
2015/10/22, , 50, , 25, 1, 10
2015/10/23, , 30, , 22, 1, 10
2015/10/24, , 29, , 16, , 8
2015/10/25, , 21, , 13, 1, 7
2015/10/26, , 17, , 10, , 6
2015/10/27, , 27, , 18, 1, 9
2015/10/28, , 37, , 22, , 11
2015/10/29, , 22, , 14, , 6
2015/10/30, , 21, , 13, 1, 7
2015/10/31, , 28, , 17, 1, 7
2015/11/1, , 35, , 17, 1, 8
2015/11/2, , 24, , 17, 1, 9
2015/11/3, , 17, , 14, , 6
2015/11/4, , 25, , 20, , 10
